2025-12-24 22:34:01,493 - BinaryFileReader - INFO - Starting to read binary file: \data\customers.binary
2025-12-24 22:34:01,493 - BinaryFileReader - INFO - Record format: <i50s50s100s20s50s3s10s11s
2025-12-24 22:34:01,494 - BinaryFileReader - INFO - Record size: 298 bytes
2025-12-24 22:34:01,495 - BinaryFileReader - INFO - Error handling mode: skip
2025-12-24 22:34:01,495 - BinaryFileReader - ERROR - File integrity check failed: File does not exist: \data\customers.binary
2025-12-24 22:34:33,211 - BinaryFileReader - INFO - Starting to read binary file: \data\customers.binary
2025-12-24 22:34:33,212 - BinaryFileReader - INFO - Record format: <i50s50s100s20s50s3s10s11s
2025-12-24 22:34:33,212 - BinaryFileReader - INFO - Record size: 298 bytes
2025-12-24 22:34:33,216 - BinaryFileReader - INFO - Error handling mode: skip
2025-12-24 22:34:33,217 - BinaryFileReader - ERROR - File integrity check failed: File does not exist: \data\customers.binary
2025-12-24 22:37:27,194 - BinaryFileReader - INFO - Starting to read binary file: data\customers.binary
2025-12-24 22:37:27,195 - BinaryFileReader - INFO - Record format: <i50s50s100s20s50s3s10s11s
2025-12-24 22:37:27,195 - BinaryFileReader - INFO - Record size: 298 bytes
2025-12-24 22:37:27,196 - BinaryFileReader - INFO - Error handling mode: skip
2025-12-24 22:37:27,196 - BinaryFileReader - WARNING - File size (600000 bytes) is not a multiple of record size (298 bytes). 126 trailing bytes detected. Expected size: 599874 bytes. File may be truncated or corrupted.
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 974, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 975, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 976, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 977, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 978, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 979, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 980, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 981, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 982, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 983, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 984, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 985, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 986, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 987, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 988, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 989, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 990, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 991, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 992, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 993, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 994, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 995, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 996, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 997, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 998, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 999, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1000, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1001, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1002, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1003, field 'phone': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1004, field 'phone': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1005, field 'phone': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1006, field 'phone': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1007, field 'phone': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1008, field 'phone': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1009, field 'phone': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1010, field 'phone': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1011, field 'phone': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1012, field 'phone': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1013, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1014, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1015, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1016, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1017, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1018, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1019, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1020, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1021, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1022, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1023, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1024, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1025, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1026, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1027, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1028, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1029, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1159, field 'phone': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1160, field 'phone': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1161, field 'phone': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1162, field 'phone': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1163, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1164, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1165, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1166, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1167, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1168, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1169, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1170, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1171, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1172, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1173, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1174, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1175, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1176, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1177, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1178, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1179, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1180, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1181, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1182, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1183, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1184, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1185, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1186, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1187, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1188, field 'state': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1189, field 'state': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1190, field 'zip_code': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1191, field 'zip_code': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1192, field 'zip_code': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1193, field 'zip_code': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1194, field 'zip_code': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1195, field 'registration_date': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1196, field 'registration_date': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1197, field 'registration_date': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1198, field 'registration_date': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1199, field 'registration_date': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1203, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1204, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1205, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1206, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1207, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1208, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1209, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1210, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1211, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1212, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1213, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1214, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1215, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1216, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1217, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1218, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1219, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1220, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1221, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 1222, field 'first_name': Failed to decode with ascii, using fallback latin-1
